#M	Z	xe-124	xe-126	xe-128	xe-129	xe-130	xe-131	xe-132	xe-134	xe-136
1.200000e+01	1.000000e-04	9.529000e-16	8.407000e-16	1.700000e-14	2.110000e-13	3.392000e-14	1.701000e-13	2.073000e-13	7.711000e-14	6.376000e-14
1.500000e+01	1.000000e-04	5.538000e-16	4.886000e-16	9.883000e-15	1.227000e-13	1.972000e-14	9.888000e-14	1.205000e-13	4.482000e-14	3.706000e-14
2.000000e+01	1.000000e-04	5.136000e-16	4.531000e-16	9.164000e-15	1.137000e-13	1.828000e-14	9.169000e-14	1.117000e-13	4.156000e-14	3.436000e-14
2.500000e+01	1.000000e-04	8.779000e-16	7.745000e-16	1.567000e-14	1.944000e-13	3.125000e-14	1.567000e-13	1.910000e-13	7.104000e-14	5.874000e-14
