h	7.514000e-01
he	2.485000e-01
li	7.612000e-14
b	2.858000e-12
c	1.254000e-05
n	1.064000e-06
o	7.412000e-05
f	5.616000e-10
ne	5.905000e-06
na	4.003000e-08
mg	1.678000e-06
al	6.487000e-08
si	1.579000e-06
p	7.113000e-09
pb	1.504000e-11
s	1.115000e-06
cl	9.135000e-09
ar	1.796000e-07
k	4.200000e-09
ca	1.231000e-07
sc	5.419000e-11
ti	6.445000e-09
v	4.152000e-10
cr	1.982000e-08
mn	1.099000e-08
fe	1.439000e-06
co	3.995000e-09
ni	8.507000e-08
cu	9.644000e-10
zn	2.381000e-09
ga	7.665000e-11
ge	2.524000e-10
as	1.431000e-11
se	1.441000e-10
br	2.778000e-11
kr	1.160000e-10
rb	1.790000e-11
sr	6.077000e-11
y	1.230000e-11
zr	3.029000e-11
nb	1.902000e-12
mo	7.130000e-12
ru	5.568000e-12
rh	1.056000e-12
pd	4.346000e-12
ag	1.527000e-12
cd	5.393000e-12
in	6.181000e-13
sn	1.335000e-11
sb	1.113000e-12
te	1.806000e-11
i	1.460000e-12
xe	1.815000e-11
cs	1.427000e-12
ba	1.814000e-11
la	1.793000e-12
ce	4.650000e-12
pr	6.917000e-13
nd	3.716000e-12
sm	1.253000e-12
eu	4.292000e-13
gd	1.505000e-12
tb	2.767000e-13
dy	1.869000e-12
ho	8.495000e-13
er	1.214000e-12
tm	1.856000e-13
yb	1.256000e-12
lu	2.282000e-13
hf	7.814000e-13
ta	1.988000e-13
w	7.165000e-13
re	2.823000e-13
os	3.716000e-12
ir	3.669000e-12
pt	7.603000e-12
au	1.084000e-12
hg	2.009000e-12
tl	1.099000e-12
bi	8.726000e-13
