1.0	0.0001	1.8177e-09
1.0	0.001	-5.993999999999999e-11
1.0	0.006	-4.192e-10
1.0	0.01	-3.4380000000000003e-09
1.0	0.02	-6.8829999999999995e-09
1.65	0.0001	8.602e-10
1.65	0.001	3.738e-10
1.65	0.006	2.1669999999999988e-10
1.65	0.01	2.859999999999992e-10
1.65	0.02	1.000000000000009e-10
2.0	0.0001	5.894e-10
2.0	0.001	2.036e-09
2.0	0.006	1.2946999999999999e-09
2.0	0.01	5.9530000000000004e-09
2.0	0.02	9.18e-09
3.0	0.0001	4.27e-10
3.0	0.001	2.372e-09
3.0	0.006	7.662700000000001e-09
3.0	0.01	1.7562999999999997e-08
3.0	0.02	3.862e-08
4.0	0.0001	6.641999999999999e-10
4.0	0.001	4.6050000000000005e-09
4.0	0.006	1.81817e-08
4.0	0.01	7.0513e-08
4.0	0.02	1.9941e-07
5.0	0.0001	2.324e-10
5.0	0.001	1.6429999999999998e-09
5.0	0.006	2.7677e-09
5.0	0.01	5.7163e-08
5.0	0.02	1.3681000000000002e-07
6.0	0.0001	6.335e-11
6.0	0.001	7.363e-10
6.0	0.006	1.03017e-08
6.0	0.01	4.4603e-08
6.0	0.02	9.101e-08
7.0	0.0001	6.425e-11
7.0	0.001	6.921e-10
7.0	0.006	5.9587e-09
7.0	0.01	3.4833e-08
7.0	0.02	8.048e-08
