1.0	0.0001	-2.0080000000000002e-10
1.0	0.001	-2.4279999999999995e-09
1.0	0.006	-1.414e-08
1.0	0.01	-1.1599999999999999e-07
1.0	0.02	-2.324e-07
1.65	0.0001	2.4699999999999977e-11
1.65	0.001	1.3700000000000066e-10
1.65	0.006	8.300000000000015e-10
1.65	0.01	6.200000000000016e-09
1.65	0.02	0.0
2.0	0.0001	1.4890000000000002e-10
2.0	0.001	1.5310000000000006e-09
2.0	0.006	9.419999999999998e-09
2.0	0.01	7.93e-08
2.0	0.02	1.5650000000000006e-07
3.0	0.0001	4.842e-10
3.0	0.001	4.924e-09
3.0	0.006	3.226e-08
3.0	0.01	2.7439999999999997e-07
3.0	0.02	5.570999999999999e-07
4.0	0.0001	8.868000000000001e-10
4.0	0.001	8.848000000000001e-09
4.0	0.006	5.362e-08
4.0	0.01	4.4599999999999994e-07
4.0	0.02	8.992e-07
5.0	0.0001	1.2648e-09
5.0	0.001	1.2627999999999999e-08
5.0	0.006	7.619e-08
5.0	0.01	6.41e-07
5.0	0.02	1.2921999999999999e-06
6.0	0.0001	1.6297999999999999e-09
6.0	0.001	1.6278000000000002e-08
6.0	0.006	9.919e-08
6.0	0.01	8.336e-07
6.0	0.02	1.6772e-06
7.0	0.0001	1.9928e-09
7.0	0.001	1.9938e-08
7.0	0.006	1.2169e-07
7.0	0.01	1.0196000000000002e-06
7.0	0.02	2.0582e-06
