1.0	0.0001	9.029e-11
1.0	0.001	-8.222e-11
1.0	0.006	-4.876e-10
1.0	0.01	-4e-09
1.0	0.02	-8.01e-09
1.65	0.0001	1.5649e-10
1.65	0.001	3.801e-10
1.65	0.006	2.7819999999999993e-10
1.65	0.01	2.13e-10
1.65	0.02	-2.0000000000001172e-11
2.0	0.0001	1.6139e-10
2.0	0.001	1.0869e-09
2.0	0.006	1.5771999999999999e-09
2.0	0.01	3.3399999999999996e-09
2.0	0.02	5.989999999999998e-09
3.0	0.0001	8.063e-11
3.0	0.001	7.033e-10
3.0	0.006	5.3582e-09
3.0	0.01	1.491e-08
3.0	0.02	2.597e-08
4.0	0.0001	1.0809000000000001e-10
4.0	0.001	1.0108999999999999e-09
4.0	0.006	5.0302e-09
4.0	0.01	4.283e-08
4.0	0.02	1.13e-07
5.0	0.0001	8.23e-11
5.0	0.001	7.714e-10
5.0	0.006	2.8622e-09
5.0	0.01	3.979e-08
5.0	0.02	9.19e-08
6.0	0.0001	6.006e-11
6.0	0.001	6.208e-10
6.0	0.006	5.0342e-09
6.0	0.01	4.552e-08
6.0	0.02	7.787999999999999e-08
7.0	0.0001	6.858e-11
7.0	0.001	7.557e-10
7.0	0.006	4.8972e-09
7.0	0.01	4.357e-08
7.0	0.02	8.569999999999999e-08
