1.0	0.0001	4.79886e-11
1.0	0.001	-1.7360000000000007e-12
1.0	0.006	-2.6619999999999998e-11
1.0	0.01	-2.183e-10
1.0	0.02	-4.372e-10
1.65	0.0001	3.4376e-12
1.65	0.001	1.1146000000000001e-11
1.65	0.006	2.8e-11
1.65	0.01	3.4400000000000005e-11
1.65	0.02	9.999999999999965e-12
2.0	0.0001	7.1276e-12
2.0	0.001	3.1166e-11
2.0	0.006	1.1630999999999998e-10
2.0	0.01	6.586e-10
2.0	0.02	4.943e-10
3.0	0.0001	8.1366e-12
3.0	0.001	2.0976e-11
3.0	0.006	2.1941e-10
3.0	0.01	2.3315999999999997e-09
3.0	0.02	2.2753e-09
4.0	0.0001	2.58086e-11
4.0	0.001	1.38486e-10
4.0	0.006	3.7081000000000004e-10
4.0	0.01	1.4966000000000002e-09
4.0	0.02	3.1873000000000004e-09
5.0	0.0001	6.3646e-12
5.0	0.001	4.1776e-11
5.0	0.006	1.5831e-10
5.0	0.01	1.4436e-09
5.0	0.02	2.9213e-09
6.0	0.0001	3.1396e-12
6.0	0.001	3.1476e-11
6.0	0.006	2.5711e-10
6.0	0.01	1.6646e-09
6.0	0.02	3.2973e-09
7.0	0.0001	3.9306e-12
7.0	0.001	3.8576e-11
7.0	0.006	2.4471000000000003e-10
7.0	0.01	1.9446e-09
7.0	0.02	3.9303e-09
