1.0	0.0001	6.73371e-09
1.0	0.001	-1.4820000000000002e-10
1.0	0.006	-1.0316e-09
1.0	0.01	-8.463000000000001e-09
1.0	0.02	-1.6950000000000003e-08
1.65	0.0001	1.58471e-09
1.65	0.001	4.626e-10
1.65	0.006	4.3699999999999984e-10
1.65	0.01	6.899999999999982e-10
1.65	0.02	2.299999999999961e-10
2.0	0.0001	1.14271e-09
2.0	0.001	2.9851e-09
2.0	0.006	2.36e-09
2.0	0.01	1.3870000000000001e-08
2.0	0.02	2.13e-08
3.0	0.0001	1.1557100000000001e-09
3.0	0.001	5.1751000000000005e-09
3.0	0.006	1.2553e-08
3.0	0.01	4.2339999999999994e-08
3.0	0.02	9.093999999999999e-08
4.0	0.0001	1.98671e-09
4.0	0.001	1.2477099999999999e-08
4.0	0.006	4.5072999999999996e-08
4.0	0.01	1.3477e-07
4.0	0.02	3.7064e-07
5.0	0.0001	6.3791e-10
5.0	0.001	4.1531000000000005e-09
5.0	0.006	6.602000000000001e-09
5.0	0.01	1.1537000000000001e-07
5.0	0.02	2.7164e-07
6.0	0.0001	1.5000999999999998e-10
6.0	0.001	1.7411e-09
6.0	0.006	2.5673e-08
6.0	0.01	9.276999999999999e-08
6.0	0.02	1.9454e-07
7.0	0.0001	1.6061e-10
7.0	0.001	1.6300999999999998e-09
7.0	0.006	1.3532999999999998e-08
7.0	0.01	8.074e-08
7.0	0.02	1.8063999999999998e-07
