1.0	0.0001	5.967999999999033e-16
1.0	0.001	5.01000000000116e-15
1.0	0.006	7.699999999991108e-15
1.0	0.01	-1.9599999999967795e-14
1.0	0.02	-3.5439999999983105e-13
1.65	0.0001	7.006060606045886e-17
1.65	0.001	2.425454545456523e-15
1.65	0.006	1.575757575756825e-14
1.65	0.01	9.672727272745734e-14
1.65	0.02	-8.727272727267282e-14
2.0	0.0001	4.992000000002245e-16
2.0	0.001	-4.670209027697902e-12
2.0	0.006	9.199999999979993e-15
2.0	0.01	-2.3677304999999994e-10
2.0	0.02	-4.732062500000003e-10
3.0	0.0001	4.3393333333326206e-16
3.0	0.001	-4.024100467073382e-12
3.0	0.006	4.516666666642043e-15
3.0	0.01	-4.777482333333335e-10
3.0	0.02	-4.895329999999996e-11
4.0	0.0001	2.6524999999974487e-16
4.0	0.001	4.772000000003168e-15
4.0	0.006	-5.337499999996965e-15
4.0	0.01	-8.449999999998004e-14
4.0	0.02	5.200000000006703e-14
5.0	0.0001	8.557199999996933e-16
5.0	0.001	1.3117999999998675e-14
5.0	0.006	-1.8099999999812766e-15
5.0	0.01	-7.544000000013881e-14
5.0	0.02	8.281600000001234e-13
6.0	0.0001	-4.583333333332599e-16
6.0	0.001	-2.2066666666660555e-15
6.0	0.006	-1.7499999999979778e-15
6.0	0.01	2.440000000010017e-14
6.0	0.02	1.4946666666677922e-13
7.0	0.0001	-8.914285714282238e-17
7.0	0.001	3.1742857142895686e-15
7.0	0.006	1.7999999999983423e-14
7.0	0.01	-2.9714285714426886e-14
7.0	0.02	3.5657142857126316e-13
