1.0	0.0001	3.3905000000000003e-10
1.0	0.001	-4.321e-10
1.0	0.006	-2.611e-09
1.0	0.01	-2.141e-08
1.0	0.02	-4.29e-08
1.65	0.0001	8.3955e-10
1.65	0.001	2.7935000000000003e-09
1.65	0.006	3.1039999999999992e-09
1.65	0.01	1.5000000000000002e-09
1.65	0.02	3.499999999999998e-10
2.0	0.0001	9.202499999999999e-10
2.0	0.001	7.013499999999999e-09
2.0	0.006	1.3271e-08
2.0	0.01	2.3260000000000004e-08
2.0	0.02	3.832e-08
3.0	0.0001	4.0154999999999997e-10
3.0	0.001	3.6615000000000002e-09
3.0	0.006	3.2351e-08
3.0	0.01	1.0930999999999999e-07
3.0	0.02	1.8321999999999997e-07
4.0	0.0001	5.3185e-10
4.0	0.001	5.1245e-09
4.0	0.006	2.6121e-08
4.0	0.01	2.4890999999999997e-07
4.0	0.02	6.6382e-07
5.0	0.0001	4.2755e-10
5.0	0.001	4.0605e-09
5.0	0.006	1.5561e-08
5.0	0.01	2.2451e-07
5.0	0.02	5.2852e-07
6.0	0.0001	3.3265000000000004e-10
6.0	0.001	3.3925000000000004e-09
6.0	0.006	2.6391e-08
6.0	0.01	2.6071e-07
6.0	0.02	4.3021999999999994e-07
7.0	0.0001	3.9714999999999997e-10
7.0	0.001	4.3625e-09
7.0	0.006	2.6340999999999997e-08
7.0	0.01	2.5321e-07
7.0	0.02	4.7232000000000004e-07
