1.0	0.0001	1.68585e-09
1.0	0.001	-9.831e-11
1.0	0.006	-6.183e-10
1.0	0.01	-5.0709999999999995e-09
1.0	0.02	-1.0154000000000001e-08
1.65	0.0001	1.0125e-10
1.65	0.001	3.65e-11
1.65	0.006	1.169999999999999e-10
1.65	0.01	3.4300000000000016e-10
1.65	0.02	5.999999999999855e-11
2.0	0.0001	7.244e-11
2.0	0.001	1.7909999999999998e-10
2.0	0.006	6.97e-10
2.0	0.01	5.624e-09
2.0	0.02	8.99e-09
3.0	0.0001	1.7244999999999998e-10
3.0	0.001	4.813e-10
3.0	0.006	1.8539999999999998e-09
3.0	0.01	1.8084000000000002e-08
3.0	0.02	3.626999999999999e-08
4.0	0.0001	3.6865e-10
4.0	0.001	2.0025e-09
4.0	0.006	6.989e-09
4.0	0.01	2.4843999999999997e-08
4.0	0.02	5.474e-08
5.0	0.0001	1.5225e-10
5.0	0.001	9.685e-10
5.0	0.006	3.419e-09
5.0	0.01	3.1274000000000006e-08
5.0	0.02	6.591e-08
6.0	0.0001	7.267e-11
6.0	0.001	7.446999999999999e-10
6.0	0.006	6.354e-09
6.0	0.01	3.7333999999999995e-08
6.0	0.02	7.658e-08
7.0	0.0001	8.995e-11
7.0	0.001	8.894999999999999e-10
7.0	0.006	5.71e-09
7.0	0.01	4.4584e-08
7.0	0.02	9.047e-08
