1.0	0.0001	-4.196999999999999e-08
1.0	0.001	-4.954e-07
1.0	0.006	-2.8979999999999996e-06
1.0	0.01	-2.3760000000000003e-05
1.0	0.02	-4.761e-05
1.65	0.0001	1.4250000000000012e-08
1.65	0.001	9.500000000000004e-08
1.65	0.006	3.479999999999999e-07
1.65	0.01	1.23e-06
1.65	0.02	-1.3000000000000045e-07
2.0	0.0001	4.553e-08
2.0	0.001	4.6429999999999994e-07
2.0	0.006	2.38e-06
2.0	0.01	1.7309999999999995e-05
2.0	0.02	3.301e-05
3.0	0.0001	1.0533000000000002e-07
3.0	0.001	1.0703e-06
3.0	0.006	7.306e-06
3.0	0.01	6.061e-05
3.0	0.02	0.00012090999999999999
4.0	0.0001	1.8892999999999999e-07
4.0	0.001	1.8943e-06
4.0	0.006	1.1346e-05
4.0	0.01	9.741e-05
4.0	0.02	0.00020260999999999999
5.0	0.0001	2.6323e-07
5.0	0.001	2.6362999999999996e-06
5.0	0.006	1.5616e-05
5.0	0.01	0.00013531
5.0	0.02	0.00027631
6.0	0.0001	3.3013e-07
6.0	0.001	3.3093e-06
6.0	0.006	2.0446e-05
6.0	0.01	0.00017560999999999998
6.0	0.02	0.00034761
7.0	0.0001	4.0342999999999995e-07
7.0	0.001	4.0363e-06
7.0	0.006	2.4735999999999998e-05
7.0	0.01	0.00020981
7.0	0.02	0.00042301
