1.0	0.0001	3.4365e-11
1.0	0.001	-7.341e-12
1.0	0.006	-5.127000000000001e-11
1.0	0.01	-4.204e-10
1.0	0.02	-8.417000000000001e-10
1.65	0.0001	2.2230000000000005e-12
1.65	0.001	6.08e-12
1.65	0.006	1.591e-11
1.65	0.01	2.8199999999999965e-11
1.65	0.02	-1.0000000000001e-12
2.0	0.0001	4.618e-12
2.0	0.001	2.08e-11
2.0	0.006	8.341e-11
2.0	0.01	5.333e-10
2.0	0.02	6.37e-10
3.0	0.0001	6.561000000000001e-12
3.0	0.001	2.4690000000000004e-11
3.0	0.006	2.0310999999999998e-10
3.0	0.01	2.0303000000000003e-09
3.0	0.02	2.6959999999999998e-09
4.0	0.0001	1.8625e-11
4.0	0.001	1.1105000000000001e-10
4.0	0.006	3.7621e-10
4.0	0.01	2.0042999999999998e-09
4.0	0.02	4.212999999999999e-09
5.0	0.0001	6.899e-12
5.0	0.001	5.678999999999999e-11
5.0	0.006	2.8771e-10
5.0	0.01	2.4713e-09
5.0	0.02	4.983999999999999e-09
6.0	0.0001	6.027e-12
6.0	0.001	6.037e-11
6.0	0.006	4.0801e-10
6.0	0.01	3.0943e-09
6.0	0.02	6.201e-09
7.0	0.0001	7.429999999999999e-12
7.0	0.001	7.397e-11
7.0	0.006	4.5641e-10
7.0	0.01	3.7473e-09
7.0	0.02	7.563e-09
