#M	Z	os-184	os-186	os-187	os-188	os-189	os-190	os-192
1.200000e+01	1.000000e-03	5.915000e-16	4.808000e-14	4.766000e-14	4.055000e-13	4.971000e-13	8.126000e-13	1.275000e-12
1.500000e+01	1.000000e-03	8.798000e-16	7.152000e-14	6.973000e-14	6.032000e-13	7.394000e-13	1.209000e-12	1.897000e-12
2.000000e+01	1.000000e-03	1.851000e-15	1.504000e-13	1.491000e-13	1.269000e-12	1.555000e-12	2.543000e-12	3.991000e-12
2.500000e+01	1.000000e-03	2.916000e-15	2.370000e-13	2.424000e-13	1.999000e-12	2.451000e-12	4.006000e-12	6.288000e-12
