#M	Z	gd-152	gd-154	gd-155	gd-156	gd-157	gd-158	gd-160
1.200000e+01	6.000000e-03	2.284000e-13	2.487000e-12	1.699000e-11	2.365000e-11	1.820000e-11	2.906000e-11	2.591000e-11
1.500000e+01	6.000000e-03	1.654000e-13	1.801000e-12	1.230000e-11	1.712000e-11	1.318000e-11	2.104000e-11	1.876000e-11
2.000000e+01	6.000000e-03	2.540000e-13	2.766000e-12	1.889000e-11	2.630000e-11	2.024000e-11	3.232000e-11	2.881000e-11
2.500000e+01	6.000000e-03	7.692000e-13	8.376000e-12	5.721000e-11	7.963000e-11	6.129000e-11	9.786000e-11	8.725000e-11
