h	7.290000e-01
he	2.610000e-01
li	3.803000e-11
b	1.428000e-09
c	1.733000e-03
n	5.315000e-04
o	4.825000e-03
f	2.805000e-07
ne	9.847000e-04
na	2.000000e-05
mg	3.760000e-04
al	3.241000e-05
si	4.056000e-04
p	3.553000e-06
pb	7.515000e-09
s	2.117000e-04
cl	4.563000e-06
ar	4.889000e-05
k	2.098000e-06
ca	3.737000e-05
sc	2.707000e-08
ti	2.041000e-06
v	2.074000e-07
cr	9.902000e-06
mn	5.491000e-06
fe	7.190000e-04
co	1.996000e-06
ni	4.249000e-05
cu	4.818000e-07
zn	1.189000e-06
ga	3.829000e-08
ge	1.261000e-07
as	7.150000e-09
se	7.196000e-08
br	1.388000e-08
kr	5.793000e-08
rb	8.943000e-09
sr	3.036000e-08
y	6.147000e-09
zr	1.513000e-08
nb	9.500000e-10
mo	3.562000e-09
ru	2.781000e-09
rh	5.273000e-10
pd	2.171000e-09
ag	7.630000e-10
cd	2.694000e-09
in	3.088000e-10
sn	6.670000e-09
sb	5.560000e-10
te	9.024000e-09
i	7.296000e-10
xe	9.066000e-09
cs	7.130000e-10
ba	9.064000e-09
la	8.959000e-10
ce	2.323000e-09
pr	3.455000e-10
nd	1.856000e-09
sm	6.261000e-10
eu	2.144000e-10
gd	7.517000e-10
tb	1.382000e-10
dy	9.339000e-10
ho	4.244000e-10
er	6.065000e-10
tm	9.271000e-11
yb	6.274000e-10
lu	1.140000e-10
hf	3.904000e-10
ta	9.930000e-11
w	3.579000e-10
re	1.410000e-10
os	1.856000e-09
ir	1.833000e-09
pt	3.798000e-09
au	5.417000e-10
hg	1.004000e-09
tl	5.492000e-10
bi	4.359000e-10
