#M_sun	cd-106	cd-108	cd-110	cd-111	cd-112	cd-113	cd-114	cd-116
8	0	0	0	0	0	0	0	0
1.200000e+01	3.327000e-11	2.414000e-11	3.450000e-10	3.568000e-10	6.786000e-10	3.467000e-10	8.224000e-10	2.182000e-10
1.500000e+01	5.193000e-11	3.767000e-11	5.384000e-10	5.568000e-10	1.059000e-09	5.411000e-10	1.284000e-09	3.405000e-10
2.000000e+01	9.165000e-11	6.648000e-11	9.503000e-10	9.827000e-10	1.869000e-09	9.551000e-10	2.265000e-09	6.009000e-10
2.500000e+01	1.674000e-10	1.214000e-10	1.735000e-09	1.795000e-09	3.413000e-09	1.744000e-09	4.137000e-09	1.097000e-09
