#M	Z	xe-124	xe-126	xe-128	xe-129	xe-130	xe-131	xe-132	xe-134	xe-136
1.200000e+01	1.000000e-02	1.158000e-11	1.022000e-11	2.067000e-10	2.565000e-09	4.124000e-10	2.068000e-09	2.520000e-09	9.374000e-10	7.751000e-10
1.500000e+01	1.000000e-02	1.808000e-11	1.595000e-11	3.226000e-10	4.004000e-09	6.435000e-10	3.228000e-09	3.933000e-09	1.463000e-09	1.210000e-09
2.000000e+01	1.000000e-02	3.191000e-11	2.815000e-11	5.694000e-10	7.066000e-09	1.136000e-09	5.697000e-09	6.941000e-09	2.582000e-09	2.135000e-09
2.500000e+01	1.000000e-02	5.827000e-11	5.141000e-11	1.040000e-09	1.290000e-08	2.074000e-09	1.040000e-08	1.267000e-08	4.715000e-09	3.899000e-09
