#M	Z	xe-124	xe-126	xe-128	xe-129	xe-130	xe-131	xe-132	xe-134	xe-136
1.200000e+01	1.000000e-04	3.667471e-13	4.274593e-13	4.621000e-12	4.221900e-11	9.744080e-12	3.509990e-11	4.753270e-11	1.863289e-11	1.826624e-11
1.500000e+01	1.000000e-04	5.936462e-13	7.342114e-13	6.829117e-12	5.194730e-11	1.431028e-11	4.343112e-11	6.559950e-11	2.501518e-11	2.460294e-11
2.000000e+01	1.000000e-04	1.465486e-12	1.390547e-12	1.100084e-11	6.590630e-11	1.828172e-11	5.516831e-11	8.415830e-11	3.283844e-11	2.908564e-11
2.500000e+01	1.000000e-04	3.431221e-13	3.040255e-13	8.092330e-12	8.024560e-11	1.924875e-11	6.607330e-11	9.230900e-11	4.049896e-11	4.050126e-11
